Year,Month,Day,Hour,Min,Second,North,East,Depth(km),Richter tal
2013,4,17,20,16,33.6,57983,8164,0.0,1.3
2013,4,16,13,50,43.1,58305,8341,15.1,1.3
2013,4,16,13,23,53.8,58361,6523,7.1,2.2
2013,4,12,11,52,37.3,56179,13161,5.5,1.2
2013,4,11,13,17,20.3,58335,6438,4.6,1.5
2013,4,3,10,50,8.1,57622,7436,10.8,3.1
2013,4,2,21,7,37.7,57722,7308,12.5,1.6
2013,4,2,14,30,17.7,58443,8629,10.7,1.3
2013,4,2,13,47,24.7,58300,6289,4.7,1.7
2013,3,30,0,48,39.8,56924,7653,61.6,2.4
2013,3,28,10,2,11.3,55664,13362,0.0,1.5
2013,3,26,11,1,49.7,55693,13232,0.1,1.7
2013,3,26,10,59,11.0,55548,12830,8.7,2.0
2013,3,24,7,13,4.5,57599,8359,15.0,1.6
2013,3,22,11,15,5.2,55431,13145,0.0,1.5
2013,3,22,10,1,36.7,56586,14846,0.7,1.5
2013,3,20,0,4,24.5,55594,13609,25.0,1.4
2013,3,15,14,18,34.9,58383,6379,19.3,1.9
2013,3,15,13,59,2.2,58143,8365,4.3,1.1
2013,3,15,10,43,51.8,57032,1820,33.6,3.2
2013,3,14,21,0,45.8,58108,8096,20.6,1.1
2013,3,14,15,46,41.3,56165,15671,3.2,1.1
2013,3,12,21,4,12.6,57737,7189,15.0,2.3
2013,3,7,14,57,27.6,58914,9444,9.7,2.0
2013,3,1,14,41,48.7,56009,10831,8.1,2.0
2013,3,1,7,12,18.7,56025,11043,28.1,2.0
2013,2,28,21,13,8.0,58095,8093,8.2,1.4
2013,2,28,13,38,57.7,55657,11147,75.0,1.8
2013,2,28,12,28,50.8,55906,10968,36.4,2.1
2013,2,27,10,57,12.0,55678,13244,0.6,1.6
2013,2,21,13,6,33.4,55634,13585,9.0,1.6
2013,2,14,0,28,15.5,56586,12175,0.1,1.4
2013,2,13,20,17,9.5,57343,7264,26.4,1.8
2013,2,13,16,42,40.9,58187,8262,9.9,1.4
2013,2,11,14,10,34.8,58908,5883,0.1,1.6
2013,2,11,11,33,21.3,55532,13610,0.0,1.4
2013,2,9,5,26,9.3,53386,6690,15.0,2.2
2013,2,8,8,3,38.9,55658,13272,0.0,2.3
2013,2,7,23,19,12.6,53502,6868,40.5,2.8
2013,2,6,21,20,47.5,58069,8064,6.1,0.8
2013,1,29,15,0,3.8,58376,5491,6.3,2.1
2013,1,24,12,27,47.7,58425,7702,28.5,1.8
2013,1,24,10,58,50.8,55660,13328,0.0,1.9
2013,1,15,14,44,20.5,56024,13856,30.3,1.4
2013,1,14,8,55,19.3,57226,6791,42.4,2.5
2013,1,10,12,38,8.7,58865,5806,0.0,1.8
2013,1,8,11,0,39.8,55641,13151,0.3,1.6
2013,1,7,18,30,40.6,58224,8264,9.9,1.2
2012,12,27,2,59,45.0,56379,13118,12.6,1.4
2012,12,25,20,23,9.1,56340,13217,0.0,1.4
2012,12,19,13,43,43.6,58895,5849,5.1,1.3
2012,12,18,21,18,15.0,58123,8103,10.5,1.0
2012,12,14,11,2,9.1,55634,13359,0.0,1.5
2012,12,13,21,16,1.4,58016,8125,13.9,1.2
2012,12,13,11,6,23.0,55698,13335,0.0,1.8
2012,12,12,21,48,45.8,55142,14209,5.0,0.5
2012,12,12,14,4,25.7,55709,13337,2.2,1.6
2012,12,4,14,23,13.9,58352,6391,7.8,1.7
2012,12,4,4,17,45.4,55628,11739,29.7,1.1
2012,11,29,21,18,51.5,57288,7072,32.6,2.1
2012,11,29,21,5,2.2,58089,8111,7.1,1.0
2012,11,28,11,43,15.9,55445,13346,0.1,1.5
2012,11,26,14,28,5.8,56360,14410,7.2,1.5
2012,11,23,10,58,54.4,55664,13285,0.0,1.3
2012,11,22,10,8,30.1,57167,6801,15.0,2.3
2012,11,20,11,7,13.4,56207,13147,0.0,1.3
2012,11,12,13,8,51.3,55608,13206,0.0,1.6
2012,11,8,6,39,26.5,54218,14538,24.8,2.1
2012,11,7,11,4,32.8,55644,13291,0.0,2.1
2012,11,4,2,46,47.9,57214,12222,2.6,1.9
2012,10,31,13,0,24.7,55652,13322,0.0,1.6
2012,10,30,21,29,37.4,58187,8110,5.1,0.5
2012,10,26,13,15,36.3,58249,6274,15.0,1.4
2012,10,26,9,20,34.3,55583,13088,0.0,1.8
2012,10,24,12,12,15.2,55753,13318,0.0,1.9
2012,10,23,13,24,5.5,58440,7895,4.7,1.2
2012,10,18,12,20,17.2,58811,6017,15.0,1.9
2012,10,18,9,59,33.4,55674,13279,0.0,1.6
2012,10,15,11,3,43.5,55538,13311,0.0,1.8
2012,10,12,14,46,39.1,58131,8076,2.8,1.1
2012,10,12,10,22,43.0,58873,5747,10.5,2.1
2012,10,12,1,0,38.8,57357,7198,34.0,1.5
2012,10,11,6,38,39.6,57585,7090,19.6,2.1
2012,10,10,13,29,4.4,56184,13016,3.3,1.4
2012,10,9,15,8,2.8,58139,9044,0.0,1.2
2012,10,9,10,12,59.8,55507,13509,7.5,1.4
2012,10,4,14,7,47.9,58048,7193,0.0,1.3
2012,10,4,11,2,41.6,55652,13307,0.1,1.5
2012,10,3,19,57,15.8,58156,8116,8.8,1.5
2012,10,2,15,52,15.9,58151,8123,13.4,1.7
2012,9,28,14,59,8.6,58480,8709,0.5,1.8
2012,9,28,10,1,18.2,55446,13146,0.1,1.4
2012,9,27,22,49,19.6,55583,12172,34.2,1.2
2012,9,27,10,0,8.0,55699,13208,0.1,1.4
2012,9,26,12,40,49.9,55660,13475,0.0,1.7
2012,9,26,1,45,58.7,56603,9685,18.2,2.1
2012,9,24,13,58,19.4,56694,14787,26.7,1.7
2012,9,24,13,44,50.4,56018,13330,15.1,1.5
2012,9,23,20,34,54.6,56606,11333,13.1,2.3
2012,9,23,1,49,54.9,57687,7119,27.8,1.5
2012,9,21,9,15,40.1,55529,12724,7.2,1.7
2012,9,20,12,53,24.7,56048,13247,15.0,1.5
2012,9,19,14,32,40.9,58936,9452,9.0,1.6
2012,9,13,14,41,37.6,58652,6064,6.3,1.7
2012,9,12,13,0,57.2,55609,13306,0.0,1.9
2012,9,12,9,59,2.3,55631,13443,0.0,1.7
2012,9,11,13,16,4.3,57504,8457,0.0,2.1
2012,9,10,8,48,12.7,55761,10755,25.6,2.4
2012,9,6,20,19,8.7,58122,8155,2.7,1.6
2012,9,6,9,59,3.1,55721,13105,0.0,1.6
2012,9,5,12,35,39.6,57187,6635,29.7,2.0
2012,9,5,11,32,21.3,58495,6004,15.0,1.6
2012,9,4,12,36,39.4,55975,13621,39.0,1.4
2012,9,3,11,30,17.6,55636,13438,0.0,1.3
2012,8,31,13,18,7.9,58113,6132,38.8,1.4
2012,8,29,12,29,14.4,56262,14660,84.4,1.5
2012,8,28,14,18,51.7,58340,8911,0.0,1.1
2012,8,27,21,12,28.9,58149,8101,0.0,1.0
2012,8,26,23,48,16.2,57717,7142,7.7,1.6
2012,8,24,15,39,17.9,58435,8794,3.4,0.6
2012,8,24,14,35,58.3,57914,7725,2.5,1.2
2012,8,24,10,45,29.2,55466,13296,0.0,1.2
2012,8,22,13,0,26.5,55615,13338,0.0,1.9
2012,8,21,13,48,3.5,55555,13479,0.0,1.9
2012,8,21,10,8,13.0,55629,13447,13.5,1.1
2012,8,17,9,49,9.6,55668,13211,0.0,2.1
2012,8,16,23,31,12.9,57587,5524,15.0,2.0
2012,8,16,20,30,38.3,53907,7274,0.0,3.2
2012,8,16,13,19,52.3,58229,6326,26.0,1.9
2012,8,9,22,53,8.1,53416,11716,15.0,1.6
2012,8,9,15,20,17.2,58907,9251,4.6,1.2
2012,8,8,9,2,48.9,55687,13211,0.0,1.6
2012,8,7,11,6,50.7,56542,17391,15.0,2.5
2012,8,7,1,20,51.2,56103,13626,31.4,1.1
2012,8,6,2,57,15.9,56641,11948,15.0,4.3
2012,8,1,10,14,52.3,55621,12956,0.0,1.8
2012,7,28,0,56,45.2,57428,7324,15.0,1.5
2012,7,27,8,33,22.1,55704,13271,6.0,1.9
2012,7,22,17,31,37.3,56206,11734,15.0,2.2
2012,7,21,9,29,53.8,57103,7016,83.6,2.2
2012,7,8,18,38,58.2,58982,12989,12.4,2.3
2012,7,8,18,38,22.7,57019,9130,14.1,2.3
2012,7,4,22,18,57.5,58168,8138,4.2,1.3
2012,6,19,12,44,9.6,58568,5655,9.2,1.8
2012,6,18,12,11,27.2,58551,5833,0.0,1.7
2012,6,17,9,8,58.3,58984,6233,3.0,2.4
2012,6,16,3,37,5.6,55728,17948,15.0,2.2
2012,6,8,14,18,17.4,54596,16301,39.7,1.6
2012,6,5,10,22,36.7,55546,13592,3.2,1.5
2012,6,1,11,48,43.2,55265,12878,2.4,1.5
2012,5,31,13,52,44.2,58548,5054,122.7,1.8
2012,5,26,3,24,20.0,55712,11780,25.2,1.6
2012,5,25,13,24,3.2,55460,13283,0.0,1.6
2012,5,25,8,31,34.2,55697,13000,0.1,1.9
2012,5,24,6,49,2.5,55657,13459,15.0,1.4
2012,5,23,14,35,33.1,58496,8812,0.0,1.2
2012,5,23,11,17,19.4,54144,16432,0.1,1.7
2012,5,23,10,41,45.4,54493,16727,2.8,1.8
2012,5,23,10,41,6.8,54412,16667,2.7,1.8
2012,5,23,10,17,8.1,54362,16665,5.8,1.8
2012,5,22,10,53,56.2,55463,12766,0.1,2.0
2012,5,16,19,59,8.9,58032,8242,0.0,1.6
2012,5,16,11,5,15.8,55462,13252,0.0,1.6
2012,5,16,9,20,31.0,55667,13317,0.0,1.5
2012,5,15,14,18,34.5,58334,8891,0.0,1.2
2012,5,15,13,13,38.1,58146,8047,1.2,1.0
2012,5,15,12,31,41.1,58889,6137,5.5,1.8
2012,5,11,11,48,18.7,58823,10051,7.4,1.5
2012,5,10,17,15,13.1,58139,8095,6.7,1.4
2012,5,9,11,41,50.6,55469,13282,0.0,2.1
2012,5,9,9,48,48.4,57036,8065,15.0,1.7
2012,5,2,13,13,35.3,58537,5618,9.1,1.8
2012,4,27,13,10,31.2,58510,8609,10.3,1.1
2012,4,25,6,17,29.0,54296,14426,13.3,1.1
2012,4,25,4,43,48.9,55658,12063,38.9,1.7
2012,4,24,10,2,13.3,55648,13366,1.2,1.5
2012,4,18,12,59,15.1,55623,13155,3.5,1.4
2012,4,17,9,56,48.4,55662,13301,0.0,1.5
2012,4,16,12,49,20.7,58872,6142,0.1,2.0
2012,4,15,21,53,23.7,57590,7020,0.0,1.4
2012,4,14,21,47,55.4,57119,7516,15.0,1.6
2012,4,13,12,20,13.5,58923,9462,8.1,1.6
2012,4,13,11,25,0.7,55708,13636,15.0,1.5
2012,4,11,12,17,41.8,56232,14540,0.0,1.9
2012,4,8,6,55,32.4,55589,13616,7.5,1.5
2012,4,4,14,37,47.7,58068,7800,19.8,0.6
2012,4,3,21,56,2.1,57127,10607,43.0,2.0
2012,4,2,11,54,50.6,56280,14652,0.0,2.1
2012,3,30,13,55,20.7,58150,8283,9.2,1.6
2012,3,30,5,18,1.4,58864,13081,30.5,2.1
2012,3,28,13,15,2.5,58373,6395,5.4,2.2
2012,3,26,11,57,8.9,58863,6157,4.3,1.7
2012,3,23,10,11,18.8,55487,13335,14.5,1.6
2012,3,20,15,56,24.4,58218,8065,9.9,1.8
2012,3,19,16,7,13.7,58168,8116,2.9,0.7
2012,3,15,15,27,33.2,58829,5590,8.1,1.9
2012,3,13,15,9,57.7,58514,7219,3.8,0.9
2012,3,9,12,17,19.8,55620,13294,0.0,1.7
2012,3,8,14,24,22.2,55994,15356,87.5,1.8
2012,3,8,13,40,26.6,58854,7766,7.5,1.7
2012,3,8,12,28,47.5,55419,13176,15.0,1.6
2012,3,8,10,59,13.6,55532,13061,0.0,1.9
2012,3,7,12,29,42.5,58901,6182,5.6,1.7
2012,3,7,12,29,42.1,58860,6134,0.0,1.8
2012,3,5,14,16,54.2,56892,5915,15.0,1.8
2012,3,2,14,17,12.1,58346,6383,7.2,1.7
2012,2,28,14,0,58.1,55734,13382,6.1,1.6
2012,2,27,16,0,37.4,58860,5819,3.4,1.9
2012,2,20,15,41,2.8,58070,11345,15.0,1.4
2012,2,18,12,45,19.6,57554,7576,20.9,2.2
2012,2,17,10,33,43.8,56268,14897,98.1,2.0
2012,2,16,17,15,35.5,58267,8083,8.5,1.3
2012,2,16,14,18,6.0,58743,5643,7.8,2.0
2012,2,14,14,17,4.1,58897,5655,6.7,1.9
2012,2,14,13,27,46.3,58463,5453,32.8,1.6
2012,2,14,11,2,14.8,55728,13392,15.0,1.5
2012,2,13,13,1,1.8,55438,13195,15.0,1.9
2012,2,13,6,4,31.7,53062,9436,27.7,2.5
2012,2,11,18,33,21.4,53193,2074,15.0,2.6
2012,2,10,12,25,23.7,55568,13137,15.1,1.4
2012,2,10,10,2,29.2,56165,15487,30.3,1.3
2012,2,8,23,30,50.1,58269,13612,6.6,2.1
2012,2,7,15,57,34.7,58334,8083,0.0,1.3
2012,2,7,11,0,33.9,55697,13287,0.4,1.8
2012,2,3,13,3,29.9,55678,13354,1.5,1.7
2012,2,3,6,6,50.2,57040,6083,0.0,2.1
2012,2,2,15,2,39.0,58314,11579,5.8,1.6
2012,2,1,13,4,9.6,56450,13889,48.4,1.5
2012,1,31,13,59,13.4,56294,15192,95.0,1.7
2012,1,31,12,30,38.0,56163,15034,92.8,1.6
2012,1,30,18,12,40.5,58183,6496,0.0,1.9
2012,1,30,14,4,3.5,58847,6135,2.4,1.8
2012,1,30,10,13,19.2,56190,14491,7.6,1.4
2012,1,28,9,39,53.7,57815,8894,39.9,1.8
2012,1,25,11,16,39.3,58952,9261,10.0,1.8
2012,1,25,10,22,23.8,55961,15339,85.8,1.8
2012,1,24,11,8,46.2,57623,11993,5.4,1.5
2012,1,23,15,35,24.3,58219,8207,12.0,1.3
2012,1,19,14,54,1.3,58829,5736,10.8,1.6
2012,1,19,14,35,53.7,56229,14543,3.0,1.5
2012,1,18,18,43,25.7,58118,8339,4.2,1.4
2012,1,18,18,41,28.6,58178,6589,0.0,1.9
2012,1,18,12,34,25.7,55855,15331,96.3,1.9
2012,1,14,10,36,31.0,57615,7159,34.6,1.4
2012,1,10,10,58,53.2,55638,13082,0.0,1.7
2012,1,8,17,14,12.4,56830,12389,11.9,2.3
2012,1,4,14,24,58.6,58125,6297,0.0,1.5
2011,12,30,11,36,32.9,55638,13318,5.0,1.5
2011,12,28,12,43,14.4,55445,13255,28.4,2.0
2011,12,28,8,4,20.1,57218,16309,13.3,1.5
2011,12,22,12,3,29.8,57253,14094,3.9,1.4
2011,12,19,15,1,16.6,58272,10771,57.8,1.4
2011,12,19,14,3,26.6,57911,11952,1.8,2.1
2011,12,19,0,33,18.6,57572,7132,24.7,1.6
2011,12,12,13,31,24.5,56180,14738,0.1,1.6
2011,12,12,10,47,16.3,55479,13189,73.3,1.7
2011,12,10,2,37,34.1,57574,7306,31.9,2.1
2011,12,9,14,3,21.5,55662,13363,5.2,1.7
2011,12,8,15,53,14.6,58718,11526,5.0,1.7
2011,12,8,12,5,49.0,56637,11126,21.2,1.9
2011,12,7,14,58,47.2,58991,11185,0.4,1.8
2011,12,7,14,5,5.8,57940,11120,11.2,1.8
2011,12,6,14,6,4.7,55722,13296,0.0,1.7
2011,12,6,14,1,55.6,55708,13314,2.3,1.7
2011,12,5,12,42,37.6,55533,13456,0.0,2.0
2011,12,1,13,48,16.0,53728,14578,18.2,1.7
2011,11,30,8,31,4.8,57623,7037,15.0,1.7
2011,11,29,14,0,29.8,55698,13292,4.1,1.9
2011,11,29,12,38,37.0,58845,5863,7.1,1.7
2011,11,28,21,18,0.9,57554,7315,34.2,1.6
2011,11,23,14,15,0.3,58326,6365,5.3,1.6
2011,11,23,13,42,46.0,56232,13286,0.0,1.4
2011,11,21,9,19,55.5,58848,9456,10.5,1.4
2011,11,18,14,13,30.0,57268,7359,25.0,1.5
2011,11,16,14,0,9.5,55723,13384,8.7,1.0
2011,11,16,11,28,16.9,57403,7271,26.8,1.9
2011,11,15,15,39,14.6,53911,16919,15.0,1.9
2011,11,15,13,10,58.0,56808,14991,5.6,1.5
2011,11,14,23,35,41.1,57149,7277,2.8,1.7
2011,11,14,12,23,57.3,57609,7333,31.4,1.8
2011,11,14,3,46,55.4,56667,13217,0.0,1.4
2011,11,13,2,38,59.3,55280,4955,0.0,2.7
2011,11,10,13,59,28.7,55707,13239,3.5,1.6
2011,11,10,13,35,20.1,58318,6240,15.0,1.1
2011,11,9,14,42,19.8,58578,6461,31.4,1.3
2011,11,9,10,48,55.5,57101,7326,136.7,1.7
2011,11,8,11,16,16.9,55666,13330,0.0,1.4
2011,11,8,9,3,34.0,55044,14774,8.9,0.5
2011,11,7,14,5,10.0,58815,5717,9.5,1.8
2011,11,5,10,56,1.3,57400,7076,22.1,1.4
2011,11,5,3,10,28.2,57667,7594,35.5,2.3
2011,11,3,6,6,22.8,57585,6896,76.4,1.7
2011,11,3,0,32,8.3,57617,7258,34.1,1.7
2011,11,2,14,6,6.1,56295,15860,18.7,2.0
2011,11,1,16,42,16.7,58455,8502,16.5,0.5
2011,10,31,15,2,8.5,58817,6023,15.0,1.8
2011,10,31,14,54,55.7,56793,7685,35.8,2.4
2011,10,30,6,58,30.6,57631,7295,11.9,3.2
2011,10,29,23,29,15.5,57494,7114,15.0,1.2
2011,10,28,20,6,19.6,58176,8210,10.0,1.0
2011,10,28,4,42,35.5,57545,7092,14.3,1.9
2011,10,27,11,58,41.2,57115,7381,15.0,1.9
2011,10,26,22,57,20.1,57476,6703,0.1,1.6
2011,10,26,3,33,2.2,57652,7227,40.0,1.8
2011,10,25,10,28,9.3,56016,13224,13.1,1.5
2011,10,21,12,43,48.3,53925,14530,27.3,1.6
2011,10,20,15,34,11.3,56117,12337,23.6,1.8
2011,10,20,11,59,37.3,58598,7125,0.1,1.4
2011,10,20,11,31,48.1,58201,7879,2.1,0.7
2011,10,20,10,14,3.9,56266,13048,0.0,1.5
2011,10,20,10,0,16.8,55698,13247,8.6,1.8
2011,10,17,13,28,33.4,58862,6040,15.0,1.7
2011,10,14,15,40,3.7,57514,7038,14.8,1.2
2011,10,14,10,19,39.0,55533,13424,15.0,1.6
2011,10,13,12,0,30.0,55696,13447,15.0,1.5
2011,10,13,6,45,21.2,57611,7472,14.6,3.2
2011,10,12,22,42,34.7,56590,12008,13.4,0.7
2011,10,6,13,0,1.4,55686,13158,0.0,1.9
2011,10,4,13,0,39.5,55712,13355,6.4,1.7
2011,9,30,12,42,34.7,58695,5580,7.8,1.9
2011,9,30,11,58,9.7,55663,13356,0.1,1.6
2011,9,26,13,8,24.9,58868,5865,0.0,1.8
2011,9,26,12,55,57.2,58273,8505,8.1,1.0
2011,9,23,15,49,24.1,58189,7932,1.6,1.3
2011,9,23,10,45,19.0,58695,6830,3.8,1.6
2011,9,22,15,48,12.5,58360,6622,5.6,1.6
2011,9,22,14,3,14.4,58847,5163,91.9,1.9
2011,9,20,23,2,23.3,57567,7277,25.8,1.5
2011,9,20,16,35,48.3,57315,10432,0.1,1.6
2011,9,19,13,39,38.8,58016,7757,12.2,0.9
2011,9,19,11,58,7.9,55670,13353,0.0,1.7
2011,9,16,17,59,2.3,56199,11484,7.4,2.2
2011,9,16,16,40,24.3,56076,11542,0.0,2.3
2011,9,16,16,26,7.8,56278,11517,2.0,2.2
2011,9,16,16,19,24.6,55723,11132,15.0,2.0
2011,9,16,11,58,40.0,56239,14536,15.0,1.8
2011,9,14,17,7,1.7,58846,7794,10.7,1.8
2011,9,9,11,22,38.8,56265,14593,0.0,1.7
2011,9,9,11,4,3.3,57983,14928,15.0,1.8
2011,9,5,13,53,56.1,55480,13546,5.6,1.3
2011,9,5,8,15,50.4,57631,7432,22.5,1.4
2011,9,4,13,32,25.5,57583,7516,28.7,3.4
2011,9,1,0,37,36.4,58887,14074,72.7,2.0
2011,8,29,10,55,18.0,58245,6180,7.2,1.7
2011,8,19,17,17,40.9,57193,7724,36.0,2.6
2011,8,19,15,24,38.9,58636,9607,13.0,1.2
2011,8,19,12,28,58.2,56061,13971,2.4,1.1
2011,8,17,11,17,12.7,56255,14582,4.3,1.9
2011,8,16,14,44,12.1,58762,6754,15.0,1.4
2011,8,15,12,45,16.4,58249,8505,9.3,1.2
2011,8,12,9,20,36.0,55617,13292,2.0,1.3
2011,8,11,11,59,0.6,58477,6339,2.7,1.8
2011,8,7,20,24,36.0,57046,7671,33.6,1.7
2011,8,3,15,32,3.0,58630,10486,105.3,1.7
2011,8,2,21,35,4.2,57561,7067,15.0,2.1
2011,8,2,12,37,16.1,58759,10665,105.1,1.5
2011,8,1,11,13,35.6,55496,13277,10.7,1.6
2011,7,30,5,18,0.4,58922,6973,1.9,2.4
2011,7,27,15,3,7.1,58181,6871,105.6,1.8
2011,7,26,10,52,0.4,58238,6576,0.1,0.8
2011,7,21,14,21,17.9,53561,2290,19.6,3.4
2011,7,20,13,42,39.5,56242,14550,0.0,1.8
2011,7,13,16,22,52.6,58067,10787,15.7,1.7
2011,7,13,12,10,7.1,58661,5859,7.7,1.3
2011,7,13,5,57,42.7,55746,11685,25.3,2.2
2011,7,11,10,16,44.9,55723,13253,0.4,2.0
2011,7,9,8,2,51.2,53928,14449,8.8,1.5
2011,7,9,6,28,27.6,53632,14496,20.8,2.4
2011,7,7,11,4,57.7,58244,6101,40.0,1.5
2011,7,5,12,13,58.2,55656,13386,3.1,1.6
2011,7,5,1,22,29.8,56311,1701,0.0,3.0
2011,7,2,6,32,30.6,57073,7139,27.4,2.6
2011,7,1,9,14,45.3,55722,13258,0.0,1.6
2011,6,30,11,22,23.4,58609,5557,48.8,1.4
2011,6,30,10,46,26.5,55540,13495,7.8,1.5
2011,6,30,3,30,3.1,53776,14569,2.9,1.3
2011,6,29,10,58,16.3,58844,6112,7.1,2.0
2011,6,27,15,48,12.7,53415,6930,35.3,3.2
2011,6,23,12,1,10.6,55674,13339,0.0,1.9
2011,6,22,13,16,53.2,58318,6225,0.0,1.1
2011,6,21,5,53,2.3,57096,7579,91.2,1.7
2011,6,16,8,37,17.4,58278,7963,0.9,1.2
2011,6,12,4,19,48.7,58265,6313,46.8,1.7
2011,6,11,15,30,0.4,54526,14486,15.0,1.7
2011,6,9,13,29,32.6,56073,13852,14.5,1.3
2011,6,8,11,51,8.5,56235,14518,0.2,1.7
2011,6,8,7,55,30.3,58848,7773,15.0,1.8
2011,6,7,12,33,15.2,55646,13360,0.5,1.6
2011,6,6,12,8,10.9,58281,8509,15.0,1.8
2011,6,6,11,15,41.1,55750,13683,19.9,1.5
2011,6,3,0,45,2.6,55322,12681,25.2,1.2
2011,5,30,15,10,29.8,58798,11337,0.0,1.7
2011,5,27,12,53,4.7,58920,6887,9.6,1.5
2011,5,26,13,4,33.8,57539,7470,23.0,2.3
2011,5,26,10,41,4.1,55649,13603,0.0,1.6
2011,5,26,4,53,35.5,54430,16808,3.1,1.8
2011,5,23,11,41,39.8,55521,13363,6.3,1.7
2011,5,20,16,32,31.0,58403,8715,13.8,0.9
2011,5,12,11,27,48.5,58873,6103,11.1,1.6
2011,5,12,11,24,34.1,56597,16040,0.0,1.9
2011,5,12,3,37,0.7,56710,12213,6.4,2.8
2011,5,11,10,40,7.9,58406,5685,15.0,1.4
2011,5,10,12,1,50.8,55649,13151,3.4,2.2
2011,5,9,20,48,50.0,58228,8173,5.3,1.1
2011,5,8,23,36,6.9,57941,8337,39.5,1.3
2011,5,6,12,13,38.3,56175,14420,0.3,2.1
2011,5,5,17,2,18.5,56150,15670,0.0,1.5
2011,5,5,16,49,14.7,56164,15665,0.0,1.5
2011,5,2,17,43,14.5,58789,5705,10.7,2.0
2011,5,2,2,57,17.1,54104,6605,40.1,2.2
2011,4,26,0,24,34.7,55725,12095,32.2,1.1
2011,4,20,9,57,37.6,55693,13546,0.0,1.4
2011,4,5,11,42,9.7,58108,7247,0.0,1.6
2011,4,5,10,38,19.4,56120,13143,15.0,1.4
2011,4,1,9,47,3.7,55676,13082,2.9,1.5
2011,3,31,11,30,8.3,55636,13404,0.0,1.8
2011,3,31,10,59,8.9,55532,13031,0.0,1.8
2011,3,30,13,14,32.8,58326,6274,16.0,1.5
2011,3,29,13,19,57.6,58332,6523,0.0,1.6
2011,3,25,10,57,51.0,55658,13328,0.1,1.4
2011,3,19,22,56,46.3,57031,7081,42.7,1.5
2011,3,18,14,17,15.3,58146,8341,0.0,1.4
2011,3,18,11,37,40.6,58264,7046,15.0,1.4
2011,3,16,14,29,48.1,58816,6081,10.9,1.9
2011,3,16,14,17,3.6,56161,14300,0.0,1.5
2011,3,4,13,50,48.6,58824,9428,0.1,1.3
2011,3,3,14,2,28.4,56400,13932,9.7,1.3
2011,3,1,11,31,1.9,58204,6776,0.1,1.3
2011,2,25,14,46,32.5,58241,8318,7.3,1.4
2011,2,25,11,52,32.8,58596,5752,17.7,1.8
2011,2,24,13,52,0.5,58229,6821,5.2,1.7
2011,2,23,13,30,23.9,58841,6138,9.6,1.9
2011,2,23,12,19,32.1,58203,6810,0.0,2.0
2011,2,19,11,7,45.2,58954,5642,7.6,2.0
2011,2,18,19,5,31.6,54794,7622,40.0,2.5
2011,2,18,12,45,2.8,55513,13208,5.6,1.4
2011,2,13,19,29,2.3,58392,1794,30.5,3.4
2011,2,10,11,15,36.7,56044,14026,1.6,1.7
2011,2,6,11,56,1.4,58319,6524,16.2,1.5
2011,2,6,0,15,58.6,53839,1784,80.8,2.4
2011,2,4,13,2,58.4,58239,6952,15.0,2.0
2011,2,2,2,25,4.5,55777,11696,19.5,1.7
2011,2,1,13,39,40.2,58881,6097,0.0,1.9
2011,1,31,14,9,18.4,58509,8603,11.6,0.9
2011,1,30,13,13,52.8,56671,12063,20.6,1.7
2011,1,28,14,23,37.7,58528,6283,15.0,1.1
2011,1,28,10,59,56.8,55677,13319,3.0,1.5
2011,1,27,14,52,36.6,58274,6916,12.5,2.2
2011,1,26,16,19,59.1,58127,7859,0.0,1.0
2011,1,26,13,53,44.1,55716,13249,1.4,2.0
2011,1,26,13,30,11.0,55636,13311,2.0,1.9
2011,1,22,6,25,48.3,55712,11937,15.0,1.0
2011,1,20,14,24,35.0,58669,5882,8.3,1.9
2011,1,20,1,21,33.1,58153,13474,0.0,2.2
2011,1,19,11,59,9.7,58851,6127,7.4,2.0
2011,1,16,22,43,4.5,56913,5354,9.6,2.3
2011,1,13,15,39,21.0,58190,7828,22.8,1.5
2011,1,13,15,32,43.0,58249,6681,15.0,1.3
2011,1,5,14,32,48.0,58037,7571,27.8,1.3
2011,1,4,13,40,2.3,58108,6732,15.0,1.6
2011,1,1,15,51,11.9,57599,7782,7.9,2.1
2010,12,22,5,13,8.6,57204,6903,25.5,3.3
2010,12,17,19,11,35.1,58801,15028,0.0,2.3
2010,12,15,14,24,36.4,58265,6523,0.3,2.1
2010,12,13,14,15,53.6,58228,6320,15.0,1.9
2010,12,13,14,7,25.5,58877,6158,5.2,1.7
2010,12,10,15,14,54.7,58939,5696,4.8,2.3
2010,12,10,13,9,43.9,58486,5868,0.0,1.8
2010,12,7,18,53,27.8,58297,6379,8.5,2.3
2010,12,2,1,13,17.0,53139,7198,4.1,2.9
2010,12,1,15,10,58.6,58515,5503,7.9,2.2
2010,11,29,14,51,10.1,58652,5837,22.0,1.5
2010,11,29,13,50,33.5,58873,6212,0.0,1.9
2010,11,26,11,23,15.5,58176,6918,15.0,1.6
2010,11,25,14,15,51.6,58134,6172,14.6,2.1
2010,11,25,10,59,6.4,55191,12457,15.0,2.0
2010,11,18,14,19,29.9,58244,6346,15.0,2.3
2010,11,17,14,20,5.8,58341,6421,4.7,1.7
2010,11,10,14,19,55.2,58349,6474,2.6,1.6
2010,11,10,13,12,40.0,58812,6018,15.0,1.9
2010,11,10,4,11,38.5,56826,7848,62.7,1.7
